mcat,display_code,remarks,ORDER_ID,brand,vertical,division,grndate,Item alias,HSN code,Received Qty,Purchase rate,Selling,mrp,Item Discount,Batch No,Mfg date,status,GRN No,Taxable amount,Conversion Unit,GST Perc,cgst,sgst,igst,Supplier Name,,,Item name,Conversion Factor,EXPDATE,QTY in Pcs,Inv date,Item Net Amount,Qty in CLD,Supplier Payable,Discount%,Ship Name,cgstrate,sgstrate,igstrate,LD,LDP,CESS_AMT,CESS_PER,Branch,Inv No,Supplier Code,Supplier State,Supplier GST,Supplier Channel,companyid,SecondaryDiscountPercent,BaseSecondaryDiscount,Actual Purchase Rate,warehouse,WAREHOUSE ADDRESS,forwardscheme,tcs_per,tcs_amt,baseprimarydiscount,primarydiscountpercent
Open,,,PO4AAA2526,KESH KANTI SHAMPOO,HAIR CARE,NON FOOD,14-05-2025,180026237,33051090,1,0.62,0.62,1,0,ABAC250028,27-03-2025,,PI7AAA2526,595.2,Carton,18,53.57,53.57,0,KANHA JI DISTRIBUTORS,KESHKANTI HAIRCLN.NATURAL RS1 FREE 96 No,केश कान्ति हेयर क्लींज़र नेचुरल ₹1 फ्री (96 नग),KESHKANTI HAIRCLN.NATURAL RS1 FREE 96 No,960,27-03-2027,960,08-05-2025,702.34,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI724AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,0.65,Main Warehouse,ktm,0,0,0,0.04,6
Open,,,,BODY CLEANSER,HOME CARE,NON FOOD,14-05-2025,9954000010,33019011,20,43.16,43.16,60,0,ACW2500005,10-03-2025,,PI8AAA2526,863.2,PCS,18,77.69,77.69,0,KANHA JI DISTRIBUTORS,BODY UBTAN 100 G,बॉडी उबटन 100 ग्राम,BODY UBTAN 100 G,60,10-03-2026,20,08-05-2025,1018.58,0.33,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,43.16,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,,DIVYA PRODUCTS,EXCLUSIVE RETAIL,PHARMACY,14-05-2025,8857000329,30049011,20,148.81,148.81,200,0,ADAR250006,06-03-2025,,PI8AAA2526,2976.2,PCS,12,178.57,178.57,0,KANHA JI DISTRIBUTORS,DIVYA ARSHOGRIT 3 U X 20 N,दिव्य अर्शोग्रिट 3 यूनिट × 20 नग,DIVYA ARSHOGRIT 3 U X 20 N,160,19-02-2028,20,08-05-2025,3333.34,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,148.81,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DRY FRUITS,FLOUR & SUGAR,FOOD,14-05-2025,180002937,8029000,10,427.11,427.11,500,0,AALI250018,21-03-2025,,PI8AAA2526,4271.1,PCS,5,106.78,106.78,0,KANHA JI DISTRIBUTORS,MAKHANA 250 GM,मखाना 250 ग्राम,MAKHANA 250 GM,16,15-01-2026,10,08-05-2025,4484.66,0.63,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,427.11,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DRY FRUITS,FLOUR & SUGAR,FOOD,14-05-2025,180002951,8062010,6,98.24,98.24,115,0,AARY250004,13-03-2025,,PI8AAA2526,589.44,PCS,5,14.74,14.74,0,KANHA JI DISTRIBUTORS,RAISINS BLACK 250 GM (MONO),काली किशमिश 250 ग्राम,RAISINS BLACK 250 GM (MONO),20,09-09-2025,6,08-05-2025,618.91,0.3,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,98.24,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,,DRY FRUITS,EXCLUSIVE RETAIL,FOOD,14-05-2025,180022480,8021200,2,657.47,657.47,810,0,ABOH250002,15-04-2025,,PI8AAA2526,1314.94,PCS,12,78.9,78.9,0,KANHA JI DISTRIBUTORS,MAMRA ALMOND PREMIUM 250 GM,ममरा बादाम प्रीमियम 250 ग्राम,MAMRA ALMOND PREMIUM 250 GM,20,12-10-2025,2,08-05-2025,1472.73,0.1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,657.47,Main Warehouse,ktm,0,0,0,0,0
Open,,,,KESH KANTI SHAMPOO,HAIR CARE,NON FOOD,14-05-2025,180026154,33051090,12,119.12,119.12,180,0,A2G2500006,04-04-2025,,PI8AAA2526,1429.44,PCS,18,128.65,128.65,0,KANHA JI DISTRIBUTORS,KESH KANTI HAIR CLEANSER NATURAL 450 ML,केश कान्ति हेयर क्लींज़र नेचुरल 450 मि.ली.,KESH KANTI HAIR CLEANSER NATURAL  450 ML,24,25-03-2027,12,08-05-2025,1686.74,0.5,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,129.48,Main Warehouse,ktm,0,0,0,0,0
Open,,,,TEEKA,NATURAL PERSONAL CARE,NON FOOD,14-05-2025,71074,33049940,12,64.1,64.1,75,0,AATZ240005,20-09-2024,,PI8AAA2526,769.2,PCS,0,0,0,0,KANHA JI DISTRIBUTORS,HERBAL SUHAG TEEKA RED,हर्बल सुहाग टीका लाल,HERBAL SUHAG TEEKA RED,48,10-09-2026,12,08-05-2025,769.2,0.25,-10298287.24,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,64.1,Main Warehouse,ktm,0,0,0,0,0
Open,,,,KESH KANTI SHAMPOO,HAIR CARE,NON FOOD,14-05-2025,180026317,33051090,18,79.42,79.42,120,0,ABTZ250006,20-03-2025,,PI8AAA2526,1429.56,PCS,18,128.66,128.66,0,KANHA JI DISTRIBUTORS,KESH K. REETHA HAIR CLEANSER 180ML T.O.,केश कान्ति रीठा हेयर क्लींज़र 180 मि.ली. (ट्रेड ऑफर),KESH K. REETHA HAIR CLEANSER 180ML T.O.,36,20-03-2027,18,08-05-2025,1686.88,0.5,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,86.33,Main Warehouse,ktm,0,0,0,0,0
Open,,,,KESH KANTI SHAMPOO,HAIR CARE,NON FOOD,14-05-2025,180026156,33051090,12,132.36,132.36,200,0,A9F2500006,15-04-2025,,PI8AAA2526,1588.32,PCS,18,142.95,142.95,0,KANHA JI DISTRIBUTORS,KESH KANTI HAIR CLEANSER ALOEVERA 450ML,केश कान्ति हेयर क्लींज़र एलोवेरा 450 मि.ली.,KESH KANTI HAIR CLEANSER ALOEVERA 450ML,24,05-04-2027,12,08-05-2025,1874.22,0.5,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,143.87,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,,VATI & GUGGAL,MEDICINES,PHARMACY,14-05-2025,8857000161,30049011,20,43.65,43.65,55,0,BPNM250014,25-03-2025,,PI8AAA2526,873,PCS,5,21.83,21.83,0,KANHA JI DISTRIBUTORS,DIVYA PUNARNAVADI MANDOOR - 60 TAB,दिव्य पुनर्नवादि मांडूर 60 टैबलेट,DIVYA PUNARNAVADI MANDOOR - 60 TAB,400,25-02-2035,20,08-05-2025,916.65,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,43.65,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,,VATI & GUGGAL,MEDICINES,PHARMACY,14-05-2025,81569,30049011,20,27.78,27.78,35,0,BTDG240040,30-11-2024,,PI8AAA2526,555.6,PCS,5,13.89,13.89,0,KANHA JI DISTRIBUTORS,Triyodashang Guggul 40 Tab,त्रयोदशांग गुग्गुल 40 टैबलेट,Triyodashang Guggul 40 Tab,400,04-11-2029,20,08-05-2025,583.38,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,27.78,Main Warehouse,ktm,0,0,0,0,0
Non-Open,,,,TABLET & VATI,EXCLUSIVE RETAIL,PHARMACY,14-05-2025,84408,30049011,10,372.02,372.02,500,0,AUTI240001,02-07-2024,,PI8AAA2526,3720.2,PCS,12,223.21,223.21,0,KANHA JI DISTRIBUTORS,DIVYA UTINIL TABLET 3U X 10N -T,दिव्य यूटिनिल टैबलेट 3 यूनिट × 10 नग,DIVYA UTINIL TABLET 3U X 10N -T,160,17-06-2027,10,08-05-2025,4166.62,0.06,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,372.02,Main Warehouse,ktm,0,0,0,0,0
Open,,,,HARD BOILED CANDY,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,150000845,17049030,6,100.41,100.41,150,0,DMC250001,02-01-2025,,PI8AAA2526,602.46,PCS,12,36.15,36.15,0,KANHA JI DISTRIBUTORS,MINT CANDY MENTHOL - T,मिंट कैंडी मेंथॉल,MINT CANDY MENTHOL - T,16,28-12-2025,6,08-05-2025,674.76,0.38,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,100.41,Main Warehouse,ktm,0,0,0,6.41,6
Non-Open,,,,DIVYA PRODUCTS,MEDICINES,PHARMACY,14-05-2025,8857000308,30049011,25,43.65,43.65,55,0,BMLC250016,09-03-2025,,PI8AAA2526,1091.25,PCS,5,27.28,27.28,0,KANHA JI DISTRIBUTORS,DIVYA MULETHI CHURNA 100 GM -T,दिव्य मुलेठी चूर्ण 100 ग्राम,DIVYA MULETHI CHURNA 100 GM -T,100,27-02-2027,25,08-05-2025,1145.81,0.25,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,43.65,Main Warehouse,ktm,0,0,0,0,0
Open,,,,SPICES,RICE/PULSES/SPICES,FOOD,14-05-2025,150001573,13019013,24,83.36,83.36,120,0,CASY250002,10-02-2025,,PI8AAA2526,2000.64,PCS,5,50.02,50.02,0,KANHA JI DISTRIBUTORS,BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),BANDHANI HING 50 GM (NEW) - T,108,04-08-2026,24,08-05-2025,2100.67,0.22,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,87.75,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ALOEVERA GEL,Skin Care,NON FOOD,14-05-2025,180030953,33049910,4,179.84,179.84,250,0,ACCF250006,14-04-2025,,PI8AAA2526,719.36,PCS,18,64.74,64.74,0,KANHA JI DISTRIBUTORS,SAUNDARYA ALOEVERA GEL 60ML T.O. (5+1),सौंदर्य एलोवेरा जेल 60 मि.ली. (ट्रेड ऑफर 5+1),SAUNDARYA ALOEVERA GEL 60ML T.O. (5+1),16,13-10-2026,4,08-05-2025,848.84,0.25,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,179.84,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MURRABBA & CANDY,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,180002713,8112010,12,68.55,68.55,90,82.26,ABLX250021,06-03-2025,,PI8AAA2526,740.34,PCS,5,18.51,18.51,0,KANHA JI DISTRIBUTORS,AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,AMLA CANDY 250 G,24,06-03-2026,12,08-05-2025,777.36,0.5,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,61.7,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8852000005,30049011,20,200.52,200.52,275,327.38,BLGT250011,28-02-2025,,PI8AAA2526,3683.02,PCS,12,220.98,220.98,0,KANHA JI DISTRIBUTORS,DIVYA LIVOGRIT 60 N - T,दिव्य लिवोग्रिट 60 नग,DIVYA LIVOGRIT 60 N - T,160,13-02-2028,20,08-05-2025,4124.98,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,188.24,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MEDICINE,JUICES & NATURAL BEVERAGES,OTHERS,14-05-2025,8857000273,30049011,12,145.1,145.1,199,142.14,AYC2401,05-03-2024,,PI8AAA2526,1599.06,PCS,12,95.94,95.94,0,KANHA JI DISTRIBUTORS,DIVYA PEEDANIL SPRAY 100 ML - T,दिव्य पीड़ानिल स्प्रे 100 मि.ली.,DIVYA PEEDANIL SPRAY 100 ML - T,48,23-02-2026,12,08-05-2025,1790.94,0.25,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,136.21,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8855000246,30049011,25,31.11,31.11,40,63.49,ATPC250040,25-03-2025,,PI8AAA2526,714.26,PCS,5,17.86,17.86,0,KANHA JI DISTRIBUTORS,TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,TRIPHALA CHURNA -100GM,100,25-02-2027,25,08-05-2025,749.97,0.25,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,29.2,Main Warehouse,ktm,0,0,0,0,0
Open,,,,BALM,SKIN CARE,NON FOOD,14-05-2025,180026185,30049011,12,39.31,39.31,60,0,AV12500002,10-02-2025,,PI8AAA2526,471.72,PCS,12,28.3,28.3,0,KANHA JI DISTRIBUTORS,BALM 25 GM (144 PC),बाम 25 ग्राम (144 नग),BALM 25 GM (144 PC),144,10-02-2028,12,08-05-2025,528.33,0.08,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,42.73,Main Warehouse,ktm,0,0,0,0,0
Open,,,,KESH KANTI SHAMPOO,HAIR CARE,NON FOOD,14-05-2025,180026314,33051090,18,79.42,79.42,120,0,ABTX250004,22-03-2025,,PI8AAA2526,1429.56,PCS,18,128.66,128.66,0,KANHA JI DISTRIBUTORS,KESH K. MILK PR. HAIR CLEANSER 180ML T.O,केश कान्ति मिल्क प्रोटीन हेयर क्लींज़र 180 मि.ली. (ट्रेड ऑफर),KESH K. MILK PR. HAIR CLEANSER 180ML T.O,36,22-03-2027,18,08-05-2025,1686.88,0.5,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,86.33,Main Warehouse,ktm,0,0,0,0,0
Open,,,,TEEKA,NATURAL PERSONAL CARE,NON FOOD,14-05-2025,70797,33049940,12,64.1,64.1,75,0,AJV2400012,11-10-2024,,PI8AAA2526,769.2,PCS,0,0,0,0,KANHA JI DISTRIBUTORS,HERBAL SUHAG TEEKA (NEW),हर्बल सुहाग टीका (नया),HERBAL SUHAG TEEKA (NEW),48,01-10-2026,12,08-05-2025,769.2,0.25,-10298287.24,0,,0,0,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,64.1,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ALOEVERA GEL,SKIN CARE,NON FOOD,14-05-2025,180026153,33049910,22,66.18,66.18,100,0,AAHP250136,25-03-2025,,PI8AAA2526,1455.96,PCS,18,131.04,131.04,0,KANHA JI DISTRIBUTORS,SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,SAUNDARYA ALOEVERA GEL 150 ML,60,16-09-2026,22,08-05-2025,1718.03,0.37,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,71.93,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ALOEVERA GEL,SKIN CARE,NON FOOD,14-05-2025,180026153,33049910,2,66.18,66.18,100,0,AAHP250112,16-03-2025,,PI8AAA2526,132.36,PCS,18,11.91,11.91,0,KANHA JI DISTRIBUTORS,SAUNDARYA ALOEVERA GEL 150 ML,सौंदर्य एलोवेरा जेल 150 मि.ली.,SAUNDARYA ALOEVERA GEL 150 ML,60,07-09-2026,2,08-05-2025,156.18,0.03,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI725AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,71.93,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,180005515,19053100,1,3.61,3.61,5,0,E425/BP1,05-05-2025,,PI9AAA2526,722,Carton,18,64.98,64.98,0,KANHA JI DISTRIBUTORS,DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),DOODH BISCUIT 35 GM (200 PC),200,01-11-2025,200,08-05-2025,851.96,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI726AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,3.61,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,180005517,19053100,1,7.23,7.23,10,0,DW25/BP1,30-04-2025,,PI9AAA2526,723,Box,18,65.07,65.07,0,KANHA JI DISTRIBUTORS,DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),DOODH BISCUIT 70 GM (100 PC),100,27-10-2025,100,08-05-2025,853.14,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI726AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,7.23,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,180026096,19053100,1,3.61,3.61,5,0,DV25/BP1,30-04-2025,,PI9AAA2526,519.84,Carton,18,46.79,46.79,0,KANHA JI DISTRIBUTORS,CREAMFEAST ELAICHI BISCUIT 32.5 GM,क्रीमफीस्ट इलायची बिस्किट 32.5 ग्राम,CREAMFEAST ELAICHI BISCUIT 32.5 GM,144,27-10-2025,144,08-05-2025,613.41,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI726AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,3.61,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,180026095,19053100,1,3.61,3.61,5,0,DQ25/BP1,30-04-2025,,PI9AAA2526,519.84,Carton,18,46.79,46.79,0,KANHA JI DISTRIBUTORS,CREAMFEAST CHOCO BISCUIT 32.5 GM,क्रीमफीस्ट चोको बिस्किट 32.5 ग्राम,CREAMFEAST CHOCO BISCUIT 32.5 GM,144,27-10-2025,144,08-05-2025,613.41,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI726AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,3.61,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BISCUITS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,180030985,19053100,1,7.23,7.23,10,0,DU25/AV9,26-04-2025,,PI9AAA2526,723,Carton,18,65.07,65.07,0,KANHA JI DISTRIBUTORS,NARIYAL BISCUIT 68 GM,नारियल बिस्किट 68 ग्राम,NARIYAL BISCUIT 68 GM,100,23-10-2025,100,08-05-2025,853.14,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI726AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,7.23,Main Warehouse,ktm,0,0,0,0,0
Open,,,,NOODLES,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,21-05-2025,150001114,19022090,2,33.57,0,48,0,CHF210425,21-04-2025,,PI10AAA2526,1611.36,Carton,12,96.68,96.68,0,KANHA JI DISTRIBUTORS,ATTA NOODLES CHATPATA FAMILY PACK 240 GM,आटा नूडल्स चटपटा फैमिली पैक 240 ग्राम,ATTA NOODLES CHATPATA FAMILY PACK 240 GM,24,16-01-2026,48,14-05-2025,1804.72,2,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,33.57,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ALOEVERA JUICE,JUICES & NATURAL BEVERAGES,FOOD,21-05-2025,180002657,30049011,1,149.55,0,210,215.35,PGD2500148,28-04-2025,,PI10AAA2526,1579.25,Carton,12,94.76,94.76,0,KANHA JI DISTRIBUTORS,ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,ALOEVERA JUICE 1 L (FIBRE),12,23-01-2026,12,14-05-2025,1768.77,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,149.55,Main Warehouse,ktm,0,0,0,0,0
Open,,,,PICKLE,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,21-05-2025,180002698,20019000,1,107.09,0,200,0,ABA2500004,05-03-2025,,PI10AAA2526,1285.08,Carton,12,77.1,77.1,0,KANHA JI DISTRIBUTORS,AMLA PICKLE 1 KG,आंवला अचार 1 किग्रा,AMLA PICKLE 1 KG,12,05-03-2026,12,14-05-2025,1439.29,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,107.09,Main Warehouse,ktm,0,0,0,0,0
Open,,,,PULSES,RICE/PULSES/SPICES,FOOD,21-05-2025,150000723,7133190,1,128.94,0,158,0,BPRMC25004,20-03-2025,,PI10AAA2526,1289.4,Carton,5,32.24,32.24,0,KANHA JI DISTRIBUTORS,MOONG CHILKA 1000 GM (R1),मूंग दाल छिलका 1000 ग्राम,MOONG CHILKA 1000 GM (R1),10,15-12-2025,10,14-05-2025,1353.87,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,128.94,Main Warehouse,ktm,0,0,0,0,0
Open,,,,BURA,FLOUR & SUGAR,FOOD,21-05-2025,180002931,17029090,1,64.72,0,75,0,AKI2500044,16-04-2025,,PI10AAA2526,1941.6,Carton,5,48.54,48.54,0,KANHA JI DISTRIBUTORS,BURA 1 KG,बूरा 1 किग्रा,BURA 1 KG,30,11-01-2026,30,14-05-2025,2038.68,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,64.72,Main Warehouse,ktm,0,0,0,0,0
Open,,,,DISHWASH,HOME CARE,NON FOOD,21-05-2025,180026232,34011990,1,41.43,0,60,0,AAYX250010,11-04-2025,,PI10AAA2526,994.32,Carton,18,89.49,89.49,0,KANHA JI DISTRIBUTORS,DISHWASH BAR-600G (500G+100G)+SCRUB PAD,डिशवॉश बार 600 ग्राम (500+100 ग्राम) + स्क्रब पैड,DISHWASH BAR-600G (500G+100G)+SCRUB PAD,24,10-04-2028,24,14-05-2025,1173.3,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,41.43,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MUSTARD OIL,PHYSICAL OIL & GHEE,FOOD,21-05-2025,180003018,15149920,2,151.01,0,175,0,N2B2500031,14-04-2025,,PI10AAA2526,3624.24,Carton,5,90.61,90.61,0,KANHA JI DISTRIBUTORS,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,12,09-04-2026,24,14-05-2025,3805.45,2,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,151.01,Main Warehouse,ktm,0,0,0,0,0
Open,,,,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,21-05-2025,180003036,15121910,1,149.61,0,175,0,BR2A250014,21-04-2025,,PI10AAA2526,1795.32,Carton,5,44.88,44.88,0,KANHA JI DISTRIBUTORS,FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,FORTIFIED  SUNFLOWER OIL 1 LTR (P) - T,12,16-01-2026,12,14-05-2025,1885.09,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,149.61,Main Warehouse,ktm,0,0,0,0,0
Open,,,,MEDICATED JUICES,JUICES & NATURAL BEVERAGES,FOOD,21-05-2025,180025957,22090090,1,118.02,0,175,0,ABVO250004,03-04-2025,,PI10AAA2526,2832.48,Carton,18,254.92,254.92,0,KANHA JI DISTRIBUTORS,APPLE VINEGAR WITH HALDI & GINGER 500 ML,सेब का सिरका हल्दी और अदरक युक्त 500 मि.ली.,APPLE VINEGAR WITH HALDI & GINGER 500 ML,24,03-04-2026,24,14-05-2025,3342.33,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,118.02,Main Warehouse,ktm,0,0,0,0,0
Open,,,,ATTA,FLOUR & SUGAR,FOOD,21-05-2025,180002737,11010000,1,153.76,0,180,61.5,AHV2500013,13-04-2025,,PI10AAA2526,3013.7,Carton,5,75.34,75.34,0,KANHA JI DISTRIBUTORS,NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,NAVRATNA ATTA 2 KG,20,10-10-2025,20,14-05-2025,3164.38,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,153.76,Main Warehouse,ktm,0,0,0,0,0
Open,,,,RUSK,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,21-05-2025,150001015,19054000,1,40.8,0,50,0,DF25/SGB,11-04-2025,,PI10AAA2526,979.2,Carton,5,24.48,24.48,0,KANHA JI DISTRIBUTORS,ATTA DOODH RUSK 300 GM - T,आटा दूध रस्क 300 ग्राम,ATTA DOODH RUSK 300 GM - T,24,08-09-2025,24,14-05-2025,1028.16,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI846AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,40.8,Main Warehouse,ktm,0,0,0,0,0
