item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,invoice_no,batch_no,supplier_gstin,hsn_code,supplier_name,data_source,Item_Net_Amount,calculated_taxable_amount,calculated_rate,cgst_rate,sgst_rate,igst_rate,total_gst_rate,calculated_cgst_amount,calculated_sgst_amount,calculated_igst_amount,calculated_line_total
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2025-01-22,2024-08-16,2024-07-26,2,TI2507AAA2425,GT24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,1706.28,1446.0,723.0,9.0,9.0,0,18,130.14,130.14,0.0,1706.2799999999997
AASTHA ROLI (POUCH)-20G,आस्था रोली (पाउच) 20 ग्राम,2027-06-27,2024-08-14,2024-07-12,96,TI30189AAA2425,ABVT240002,05AELPS3782C1ZD,33049940,DEEPAK TRADERS,file1_2024-2025,592.32,592.32,6.170000000000001,0.0,0.0,0,0,0.0,0.0,0.0,592.32
AASTHA CHANDAN (POUCH)-20G,आस्था चंदन (पाउच) 20 ग्राम,2027-07-07,2024-08-14,2024-07-22,96,TI30189AAA2425,ABVU240001,05AELPS3782C1ZD,33049940,DEEPAK TRADERS,file1_2024-2025,592.32,592.32,6.170000000000001,0.0,0.0,0,0,0.0,0.0,0.0,592.32
AASTHA SINDOOR (POUCH) -20G,आस्था सिंदूर (पाउच) 20 ग्राम,2027-07-20,2024-08-14,2024-08-04,96,TI30189AAA2425,ABVV240001,05AELPS3782C1ZD,33049940,DEEPAK TRADERS,file1_2024-2025,720.96,720.96,7.510000000000001,0.0,0.0,0,0,0.0,0.0,0.0,720.96
AASTHA PREMIUM SANDAL DHOOP - 20 N,आस्था प्रीमियम चंदन धूप 20 नग,2026-05-06,2024-08-14,2024-05-16,30,TI30189AAA2425,AAWE240025,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,642.92,612.3047619047618,20.410158730158727,2.5,2.5,0,5,15.307619047619045,15.307619047619045,0.0,642.9199999999998
AASTHA PREMIUM DELUXE DHOOP - 20 N,आस्था प्रीमियम डीलक्स धूप 20 नग,2026-06-14,2024-08-14,2024-06-24,30,TI30189AAA2425,AAWF240003,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,642.92,612.3047619047618,20.410158730158727,2.5,2.5,0,5,15.307619047619045,15.307619047619045,0.0,642.9199999999998
AASTHA CHAMPA CONE DHOOP - 200 GM,आस्था चंपा कोन धूप 200 ग्राम,2026-07-07,2024-08-14,2024-07-17,6,TI30189AAA2425,AAUX240028,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,431.74,411.18095238095236,68.53015873015873,2.5,2.5,0,5,10.279523809523809,10.279523809523809,0.0,431.74
AASTHA ROSE CONE DHOOP - 200 GM,आस्था गुलाब कोन धूप 200 ग्राम,2026-06-21,2024-08-14,2024-07-01,6,TI30189AAA2425,AAUY240036,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,431.74,411.18095238095236,68.53015873015873,2.5,2.5,0,5,10.279523809523809,10.279523809523809,0.0,431.74
AASTHA BOUQUET CONE DHOOP - 200 GM,आस्था बुके कोन धूप 200 ग्राम,2026-06-16,2024-08-14,2024-06-26,6,TI30189AAA2425,AAWA240023,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,431.74,411.18095238095236,68.53015873015873,2.5,2.5,0,5,10.279523809523809,10.279523809523809,0.0,431.74
AASTHA BAMBOOLESS AGARBATI BUDDHA -80G,आस्था बांस रहित अगरबत्ती बुद्धा 80 ग्राम,2027-06-30,2024-08-14,2024-07-15,6,TI30189AAA2425,ABTT240020,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,196.06,186.7238095238095,31.120634920634917,2.5,2.5,0,5,4.668095238095237,4.668095238095237,0.0,196.06
AASTHA BAMBOOLESS AGARBATI SANDAL-80G,आस्था बांस रहित अगरबत्ती चंदन 80 ग्राम,2027-07-19,2024-08-14,2024-08-03,6,TI30189AAA2425,ABWJ240001,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,196.06,186.7238095238095,31.120634920634917,2.5,2.5,0,5,4.668095238095237,4.668095238095237,0.0,196.06
AASTHA BAMBOOLESS AGARBATI WHITEROSE-80G,आस्था बांस रहित अगरबत्ती सफेद गुलाब 80 ग्राम,2027-07-18,2024-08-14,2024-08-02,6,TI30189AAA2425,ABWK240001,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,196.06,186.7238095238095,31.120634920634917,2.5,2.5,0,5,4.668095238095237,4.668095238095237,0.0,196.06
AASTHA ASHTAGANDHA -25 GM,आस्था अष्टगंधा 25 ग्राम,2029-06-15,2024-08-14,2024-07-11,12,TI30189AAA2425,ABVZ240002,05AELPS3782C1ZD,33074900,DEEPAK TRADERS,file1_2024-2025,294.08,280.07619047619045,23.33968253968254,2.5,2.5,0,5,7.001904761904761,7.001904761904761,0.0,294.08
AASTHA ROYAL 3-IN-1 - 16 GM,आस्था रॉयल 3-इन-1 अगरबत्ती 16 ग्राम,2027-05-30,2024-08-14,2024-06-14,24,TI30189AAA2425,ABBQ240003,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA ROYAL BLACK PEARL AGARBATTI- 16 G,आस्था रॉयल ब्लैक पर्ल अगरबत्ती 16 ग्राम,2027-02-06,2024-08-14,2024-02-22,24,TI30189AAA2425,ABBF240001,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA ROYAL DIVISHA AGARBATTI - 16 GM,आस्था रॉयल दिविशा अगरबत्ती 16 ग्राम,2027-02-18,2024-08-14,2024-03-05,24,TI30189AAA2425,AAYF240003,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA ROYAL JASMINE AGARBATTI - 16 GM,आस्था रॉयल चमेली अगरबत्ती 16 ग्राम,2027-04-21,2024-08-14,2024-05-06,24,TI30189AAA2425,ABBI240002,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA ROYAL KASTURI AGARBATTI - 16 GM,आस्था रॉयल कस्तूरी अगरबत्ती 16 ग्राम,2027-04-07,2024-08-14,2024-04-22,24,TI30189AAA2425,AAWX240002,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA ROYAL ROSE AGARBATTI - 16 GM,आस्था रॉयल गुलाब अगरबत्ती 16 ग्राम,2027-04-19,2024-08-14,2024-05-04,24,TI30189AAA2425,AAWV240005,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA COTTON WICKS PLAIN 25 GM,आस्था कपास रूई बत्ती 25 ग्राम,2027-06-06,2024-08-14,2024-06-21,16,TI30189AAA2425,A0M2400038,05AELPS3782C1ZD,33049940,DEEPAK TRADERS,file1_2024-2025,463.36,463.36,28.96,0.0,0.0,0,0,0.0,0.0,0.0,463.36
AASTHA AIR FRESHNER (PBSMRF)MIX 250 ML-T,आस्था एयर फ्रेशनर (पीबीएसएमआरएफ) मिक्स 250 मि.ली.,2026-09-15,2024-08-14,2023-10-01,12,TI30189AAA2425,AF2023-50,05AELPS3782C1ZD,33079090,DEEPAK TRADERS,file1_2024-2025,1268.88,1075.3220338983053,89.61016949152544,9.0,9.0,0,18,96.77898305084747,96.77898305084747,0.0,1268.8800000000003
Avipattikar Churna 100 Gm,अविपत्तिकर चूर्ण 100 ग्राम,2026-05-01,2024-08-22,2024-05-11,25,TI2601AAA2425,BAVC240013,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1250.03,1190.5047619047618,47.62019047619047,2.5,2.5,0,5,29.762619047619047,29.762619047619047,0.0,1250.0299999999997
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-05-11,2024-08-22,2024-08-14,1,TI2601AAA2425,FAWD240034,05AAECK5765H1ZE,4059020,KANHA JI DISTRIBUTORS,file1_2024-2025,9812.88,8761.499999999998,8761.499999999998,6.0,6.0,0,12,525.6899999999998,525.6899999999998,0.0,9812.88
DANT KANTI NATURAL(200GX3)BIG SAVER PACK,दंत कान्ति नेचुरल (200 ग्राम × 3) बड़ा बचत पैक,2026-06-22,2024-08-22,2024-07-02,2,TI2601AAA2425,AAPW240019,05AAECK5765H1ZE,33061020,KANHA JI DISTRIBUTORS,file1_2024-2025,11317.8,9591.355932203389,4795.677966101694,9.0,9.0,0,18,863.222033898305,863.222033898305,0.0,11317.799999999997
MOONG CHILKA 1000 GM (R1),मूंग दाल छिलका 1000 ग्राम,2025-05-02,2024-08-22,2024-08-05,2,TI2601AAA2425,BPRMC24016,05AAECK5765H1ZE,7133190,KANHA JI DISTRIBUTORS,file1_2024-2025,2596.65,2473.0,1236.5,2.5,2.5,0,5,61.825,61.825,0.0,2596.6499999999996
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2025-08-03,2024-08-22,2024-08-08,1,TI2601AAA2425,2465/24-25,05AAECK5765H1ZE,38084000,KANHA JI DISTRIBUTORS,file1_2024-2025,623.89,528.7203389830509,528.7203389830509,9.0,9.0,0,18,47.58483050847458,47.58483050847458,0.0,623.8900000000001
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,2026-05-26,2024-08-22,2024-06-05,25,TI2601AAA2425,ATPC240079,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,612.41,583.247619047619,23.329904761904757,2.5,2.5,0,5,14.581190476190475,14.581190476190475,0.0,612.41
Chandraprabha Vati 40 Tab,चंद्रप्रभा वटी 40 टैबलेट,2029-02-17,2024-08-22,2024-03-15,20,TI2601AAA2425,BCPV240073,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,716.73,682.6,34.13,2.5,2.5,0,5,17.065,17.065,0.0,716.7300000000001
ASHVASHILA -11 GM (STRIP),अश्वशिला स्ट्रिप 11 ग्राम,2026-06-25,2024-08-22,2024-07-05,20,TI2601AAA2425,AASP240030,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1435.68,1281.857142857143,64.09285714285714,6.0,6.0,0,12,76.91142857142857,76.91142857142857,0.0,1435.68
DIVYA LIVAMRIT ADVANCE 60 N - T,दिव्य लिवामृत एडवांस 60 नग,2027-04-26,2024-08-22,2024-05-11,20,TI2601AAA2425,ALAT240026,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,3920.0,3499.9999999999995,174.99999999999997,6.0,6.0,0,12,209.99999999999997,209.99999999999997,0.0,3919.9999999999995
K.K. COLOR NATURAL BLACK (CREAM & DEV)-T,के.के. कलर नेचुरल ब्लैक (क्रीम एवं डेवलपर),2025-05-27,2024-08-22,2024-06-01,20,TI2601AAA2425,ACBD240038,05AAECK5765H1ZE,33059090,KANHA JI DISTRIBUTORS,file1_2024-2025,636.73,539.6016949152543,26.980084745762714,9.0,9.0,0,18,48.56415254237289,48.56415254237289,0.0,636.73
LIVAMRIT SYRUP - 200 ML,लिवामृत सिरप 200 मि.ली.,2026-07-08,2024-08-22,2024-07-08,24,TI2601AAA2425,A8B2400076,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1688.33,1507.4374999999998,62.80989583333332,6.0,6.0,0,12,90.44624999999998,90.44624999999998,0.0,1688.3299999999997
BROWN BASMATI RICE POUCH 1 KG,भूरा बासमती चावल पाउच 1 किग्रा,2026-07-06,2024-08-22,2024-07-16,1,TI2601AAA2425,E7E2400005,05AAECK5765H1ZE,10063020,KANHA JI DISTRIBUTORS,file1_2024-2025,2018.31,1922.1999999999998,1922.1999999999998,2.5,2.5,0,5,48.055,48.055,0.0,2018.31
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-04-20,2024-08-29,2024-07-24,1,TI2741AAA2425,PGD2400360,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1768.77,1579.2589285714284,1579.2589285714284,6.0,6.0,0,12,94.75553571428571,94.75553571428571,0.0,1768.77
SUGAR 1 KG,चीनी 1 किग्रा,2026-07-07,2024-08-29,2024-07-17,1,TI2741AAA2425,BAGQ240067,05AAECK5765H1ZE,17011490,KANHA JI DISTRIBUTORS,file1_2024-2025,1800.54,1714.8,1714.8,2.5,2.5,0,5,42.87,42.87,0.0,1800.5399999999997
COCONUT OIL 200 ML (B) TRADE OFFER,नारियल तेल 200 मि.ली. (बी) ट्रेड ऑफर,2025-09-05,2024-08-29,2024-06-12,1,TI2741AAA2425,ABUJ240007,05AAECK5765H1ZE,15131900,KANHA JI DISTRIBUTORS,file1_2024-2025,2866.25,2729.7619047619046,2729.7619047619046,2.5,2.5,0,5,68.24404761904762,68.24404761904762,0.0,2866.25
TURMERIC POWDER 500 GM,हल्दी पाउडर 500 ग्राम,2025-07-11,2024-08-29,2024-07-11,1,TI2741AAA2425,ALC2400024,05AAECK5765H1ZE,9103030,KANHA JI DISTRIBUTORS,file1_2024-2025,1656.3,1577.4285714285713,1577.4285714285713,2.5,2.5,0,5,39.43571428571428,39.43571428571428,0.0,1656.3
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2025-08-07,2024-08-29,2024-08-07,2,TI2741AAA2425,ABPB240013,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2871.32,2563.678571428571,1281.8392857142856,6.0,6.0,0,12,153.82071428571427,153.82071428571427,0.0,2871.3199999999993
Punarnavadi Mandoor 60 Tab,पुनर्नवादि मांडूर 60 टैबलेट,2034-05-11,2024-08-29,2024-07-02,20,TI2741AAA2425,BPNM240032,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,916.65,872.9999999999999,43.64999999999999,2.5,2.5,0,5,21.824999999999996,21.824999999999996,0.0,916.65
Divya Sarvakalp Kwath 100 Gm,दिव्य सर्वकल्प क्वाथ 100 ग्राम,2026-04-30,2024-08-29,2024-05-10,50,TI2741AAA2425,ASKK240022,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1458.24,1301.9999999999998,26.039999999999996,6.0,6.0,0,12,78.11999999999998,78.11999999999998,0.0,1458.2399999999996
GILOY GHAN VATI 60 PC (NEW),गिलोय घन वटी 60 नग (नया),2026-07-06,2024-08-29,2024-07-16,24,TI2741AAA2425,AAI2400052,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1875.96,1674.9642857142856,69.79017857142857,6.0,6.0,0,12,100.49785714285714,100.49785714285714,0.0,1875.9599999999998
BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),2025-11-30,2024-08-29,2024-05-06,12,TI2741AAA2425,CASY240013,05AAECK5765H1ZE,13019013,KANHA JI DISTRIBUTORS,file1_2024-2025,1061.3,1010.7619047619047,84.23015873015872,2.5,2.5,0,5,25.26904761904762,25.26904761904762,0.0,1061.3
KESH K. HERBAL MEHANDI (BURGUNDY) 15GM-T,केश कान्ति हर्बल मेहंदी (बरगंडी) 15 ग्राम,2025-02-24,2024-08-29,2024-03-01,20,TI2741AAA2425,ABUR240003,05AAECK5765H1ZE,33059090,KANHA JI DISTRIBUTORS,file1_2024-2025,477.43,404.60169491525426,20.230084745762714,9.0,9.0,0,18,36.41415254237288,36.41415254237288,0.0,477.43000000000006
SUGAR 5 KG,चीनी 5 किग्रा,2026-06-16,2024-08-29,2024-06-26,1,TI2741AAA2425,BAIW240040,05AAECK5765H1ZE,17011490,KANHA JI DISTRIBUTORS,file1_2024-2025,1744.97,1661.8761904761905,1661.8761904761905,2.5,2.5,0,5,41.54690476190476,41.54690476190476,0.0,1744.9699999999998
MUSTARD OIL 5 L (J)-T,सरसों का तेल 5 लीटर,2025-08-16,2024-09-04,2024-08-21,1,TI2861AAA2425,N3B2400028,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,2862.17,2725.8761904761905,2725.8761904761905,2.5,2.5,0,5,68.14690476190476,68.14690476190476,0.0,2862.17
NUT SPT ORG OMEGA 3679,"न्यूट्रेला नट्रिशन सप्लीमेंट ओमेगा 3, 6, 7, 9 युक्त",2026-07-01,2024-09-04,2024-07-01,1,TI2861AAA2425,ABUU240002,05AAECK5765H1ZE,21069099,KANHA JI DISTRIBUTORS,file1_2024-2025,333.34,282.49152542372883,282.49152542372883,9.0,9.0,0,18,25.424237288135597,25.424237288135597,0.0,333.34000000000003
Divya Hawan Samagari 500 Gm-DUP,दिव्य हवन सामग्री 500 ग्राम,2026-05-10,2024-09-04,2024-05-20,1,TI2861AAA2425,ADHS240028,05AAECK5765H1ZE,33074100,KANHA JI DISTRIBUTORS,file1_2024-2025,1666.77,1587.3999999999999,1587.3999999999999,2.5,2.5,0,5,39.684999999999995,39.684999999999995,0.0,1666.7699999999998
HERBO WASH DETERGENT POWDER 500 G-T,हर्बो वॉश डिटर्जेंट पाउडर 500 ग्राम,2029-06-04,2024-09-04,2024-06-05,1,TI2861AAA2425,BN42400005,05AAECK5765H1ZE,34029011,KANHA JI DISTRIBUTORS,file1_2024-2025,1491.52,1264.0,1264.0,9.0,9.0,0,18,113.76,113.76,0.0,1491.52
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2025-02-20,2024-09-04,2024-08-24,1,TI2861AAA2425,HR24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,853.14,723.0,723.0,9.0,9.0,0,18,65.07,65.07,0.0,853.1399999999999
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-02-21,2024-09-04,2024-08-25,1,TI2861AAA2425,HT24/AV9,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,851.96,722.0000000000001,722.0000000000001,9.0,9.0,0,18,64.98,64.98,0.0,851.9600000000002
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2025-08-23,2024-09-04,2024-08-28,1,TI2861AAA2425,N2B2400061,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,1630.82,1553.1619047619047,1553.1619047619047,2.5,2.5,0,5,38.829047619047614,38.829047619047614,0.0,1630.8199999999997
Chirayta Kwath 100 GM,चिरायता क्वाथ 100 ग्राम,2026-07-24,2024-09-04,2024-08-03,25,TI2861AAA2425,ACRK240010,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1875.04,1785.752380952381,71.43009523809523,2.5,2.5,0,5,44.64380952380952,44.64380952380952,0.0,1875.04
PAT NUTRELA VIT D2K NATURAL VANILA(60),न्यूट्रेला विटामिन D2K नेचुरल वनीला (60 नग),2026-07-06,2024-09-04,2024-07-06,6,TI2861AAA2425,AANU240009,05AAECK5765H1ZE,21069099,KANHA JI DISTRIBUTORS,file1_2024-2025,1136.34,963.0,160.5,9.0,9.0,0,18,86.67,86.67,0.0,1136.3400000000001
BEAUTY CREAM ADV.- 50 G,ब्यूटी क्रीम एडवांस 50 ग्राम,2026-06-19,2024-09-04,2024-06-19,24,TI2861AAA2425,ABED240004,05AAECK5765H1ZE,33049910,KANHA JI DISTRIBUTORS,file1_2024-2025,1780.48,1508.8813559322034,62.87005649717514,9.0,9.0,0,18,135.7993220338983,135.7993220338983,0.0,1780.48
DRISHTI EYE DROP 10 ML (NEW),दृष्टि नेत्र ड्रॉप 10 मि.ली. (नया),2025-07-05,2024-09-04,2024-07-05,40,TI2861AAA2425,AAST240035,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,637.95,569.5982142857142,14.239955357142856,6.0,6.0,0,12,34.175892857142856,34.175892857142856,0.0,637.9499999999998
DIVYA ASHWAGANDHA CHURNA - 100 GM,दिव्य अश्वगंधा चूर्ण 100 ग्राम,2026-07-24,2024-09-04,2024-08-03,25,TI2861AAA2425,AAGC240041,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1735.39,1652.752380952381,66.11009523809524,2.5,2.5,0,5,41.31880952380952,41.31880952380952,0.0,1735.3899999999999
ASHVAGANDHA -11 GM (STRIP),अश्वगंधा स्ट्रिप 11 ग्राम,2026-07-14,2024-09-04,2024-07-24,20,TI2861AAA2425,AASZ240025,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1292.09,1153.6517857142856,57.68258928571428,6.0,6.0,0,12,69.21910714285714,69.21910714285714,0.0,1292.09
TOMATO KETCHUP W/O ONION GRLC 950GM(P)-T,टमाटर केचप (बिना प्याज व लहसुन) 950 ग्राम,2025-04-12,2024-09-04,2024-07-16,1,TI2861AAA2425,DQU2400019,05AAECK5765H1ZE,21032000,KANHA JI DISTRIBUTORS,file1_2024-2025,1202.88,1074.0,1074.0,6.0,6.0,0,12,64.44,64.44,0.0,1202.88
MIXED FRUIT JAM 500 G,मिश्रित फल जैम 500 ग्राम,2025-12-05,2024-09-04,2024-06-13,1,TI2861AAA2425,BAW2400015,05AAECK5765H1ZE,20079990,KANHA JI DISTRIBUTORS,file1_2024-2025,962.3,859.1964285714284,859.1964285714284,6.0,6.0,0,12,51.55178571428571,51.55178571428571,0.0,962.3
DIVYA ASHWAGANDHARISHTA - 450 ML,दिव्य अश्वगंधारिष्ट 450 मि.ली.,2034-05-19,2024-09-04,2024-07-10,1,TI2861AAA2425,ASG240013,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2274.98,2166.647619047619,2166.647619047619,2.5,2.5,0,5,54.16619047619048,54.16619047619048,0.0,2274.98
AMLA JUICE 1 L,आंवला रस 1 लीटर,2025-08-08,2024-09-04,2024-08-08,1,TI2861AAA2425,AGH2400163,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1179.18,1052.8392857142858,1052.8392857142858,6.0,6.0,0,12,63.17035714285715,63.17035714285715,0.0,1179.1800000000003
COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,2025-02-06,2024-09-04,2024-08-10,1,TI2861AAA2425,BLB2400011,05AAECK5765H1ZE,4021090,KANHA JI DISTRIBUTORS,file1_2024-2025,4810.93,4581.838095238096,4581.838095238096,2.5,2.5,0,5,114.5459523809524,114.5459523809524,0.0,4810.93
TWISTY TASTY BISCUIT 70 GM,ट्विस्टी टेस्टी बिस्किट 70 ग्राम,2025-02-22,2024-09-04,2024-08-26,1,TI2861AAA2425,HU24/BP1,05AAECK5765H1ZE,19059020,KANHA JI DISTRIBUTORS,file1_2024-2025,426.57,361.5,361.5,9.0,9.0,0,18,32.535,32.535,0.0,426.56999999999994
KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,केश कान्ति एडवांस हेयर एक्सपर्ट शैम्पू 100 मि.ली.,2026-06-27,2024-09-04,2024-06-27,12,TI2861AAA2425,AAWT240006,05AAECK5765H1ZE,33051090,KANHA JI DISTRIBUTORS,file1_2024-2025,1038.92,880.4406779661018,73.37005649717516,9.0,9.0,0,18,79.23966101694917,79.23966101694917,0.0,1038.92
PAT NUTRELA BONE HEALTH NATURAL CAPSULE,न्यूट्रेला बोन हेल्थ नेचुरल कैप्सूल,2027-07-05,2024-09-04,2024-07-05,3,TI2861AAA2425,AANN240012,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,454.54,405.83928571428567,135.2797619047619,6.0,6.0,0,12,24.35035714285714,24.35035714285714,0.0,454.53999999999996
PEEDANTAK PAIN RELIEVER 50 G,पीड़ान्तक दर्द निवारक क्रीम 50 ग्राम,2026-08-12,2024-09-04,2024-08-12,12,TI2861AAA2425,AAD2400005,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,669.98,598.1964285714286,49.84970238095238,6.0,6.0,0,12,35.89178571428572,35.89178571428572,0.0,669.9799999999999
SHATAVAR CHURNA (Ayurvedic Medicine),शतावरी चूर्ण (आयुर्वेदिक औषधि),2025-07-18,2024-09-04,2024-07-18,5,TI2861AAA2425,ABEE240066,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,783.77,746.447619047619,149.2895238095238,2.5,2.5,0,5,18.661190476190473,18.661190476190473,0.0,783.7699999999999
AMLA CANDY 250 G,आंवला कैंडी 250 ग्राम,2025-07-02,2024-09-04,2024-07-02,12,TI2861AAA2425,ABLX240051,05AAECK5765H1ZE,8112010,KANHA JI DISTRIBUTORS,file1_2024-2025,777.36,740.3428571428572,61.695238095238096,2.5,2.5,0,5,18.50857142857143,18.50857142857143,0.0,777.3600000000001
MUNAKKA RAISIN 250 GM (MONO),मुनक्का किशमिश 250 ग्राम,2025-01-01,2024-09-04,2024-07-05,2,TI2861AAA2425,AARU240012,05AAECK5765H1ZE,8062090,KANHA JI DISTRIBUTORS,file1_2024-2025,484.34,461.27619047619044,230.63809523809522,2.5,2.5,0,5,11.531904761904762,11.531904761904762,0.0,484.3399999999999
FIG (ANJEER) 250 GM (MONO),अंजीर 250 ग्राम,2025-02-03,2024-09-04,2024-08-07,1,TI2861AAA2425,AARX240019,05AAECK5765H1ZE,8042090,KANHA JI DISTRIBUTORS,file1_2024-2025,447.27,399.3482142857142,399.3482142857142,6.0,6.0,0,12,23.960892857142852,23.960892857142852,0.0,447.27
TUVAR DAL 1000 GM (R1),अरहर दाल 1000 ग्राम,2025-05-17,2024-09-11,2024-08-20,1,TI2986AAA2425,BPRAD24021,05AAECK5765H1ZE,7136000,KANHA JI DISTRIBUTORS,file1_2024-2025,2250.47,2143.3047619047616,2143.3047619047616,2.5,2.5,0,5,53.58261904761903,53.58261904761903,0.0,2250.47
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-05-10,2024-09-11,2024-08-13,1,TI2986AAA2425,PGD2400390,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1768.77,1579.2589285714284,1579.2589285714284,6.0,6.0,0,12,94.75553571428571,94.75553571428571,0.0,1768.77
OATS 500GM - T,ओट्स 500 ग्राम,2025-08-10,2024-09-11,2024-08-10,1,TI2986AAA2425,ANO100824,05AAECK5765H1ZE,11041200,KANHA JI DISTRIBUTORS,file1_2024-2025,1700.5,1619.5238095238094,1619.5238095238094,2.5,2.5,0,5,40.488095238095234,40.488095238095234,0.0,1700.4999999999998
ATTA NOODLES CHATPATA-60 GM (96 PC) - T,आटा नूडल्स चटपटा 60 ग्राम (96 नग),2025-05-04,2024-09-11,2024-08-07,1,TI2986AAA2425,CH070824,05AAECK5765H1ZE,19022090,KANHA JI DISTRIBUTORS,file1_2024-2025,925.75,826.5624999999999,826.5624999999999,6.0,6.0,0,12,49.59374999999999,49.59374999999999,0.0,925.7499999999999
