item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,sgst_rate,invoice_no,cgst_rate,batch_no,Item_Net_Amount,supplier_gstin,total_gst_rate,hsn_code,igst_rate,mrp,igst_amount,supplier_name,data_source
DIVYA JATYADI TAILA 100 ML - T,दिव्य जात्यादि तैल 100 मि.ली.,2027-01-20,2024-06-12,2024-02-05,25,2.5,TI1380AAA2425,2.5,BJYT240004,2500.05,05AAECK5765H1ZE,5,30049011,0,120,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SOYA CHUNKS 220 GM - T,सोया चंक्स 220 ग्राम,2025-05-04,2024-06-12,2024-05-09,20,6,TI1380AAA2425,6,SCP240002,928.03,05AAECK5765H1ZE,12,21061000,0,55,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ADVANCE DANT KANTI MANJAN - 100 GM,एडवांस दंत कान्ति मंजन 100 ग्राम,2025-10-21,2024-06-12,2024-04-29,20,6,TI1380AAA2425,6,AMC2400007,1897.73,05AAECK5765H1ZE,12,33061010,0,110,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NAMKEEN CLASSIC PEANUT 35 GM - T,नमकीन क्लासिक मूंगफली 35 ग्राम,2024-09-02,2024-06-12,2024-05-05,20,6,TI1380AAA2425,6,FB05705E24,151.87,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NAMKEEN HING CHANA 35 GM (300 PC) - T,नमकीन हींग चना 35 ग्राम (300 नग),2024-11-02,2024-06-12,2024-05-06,10,6,TI1380AAA2425,6,UK07506E24,75.94,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,2025-05-30,2024-06-12,2024-05-30,1,6,TI1381AAA2425,6,ABPB240008,1424.24,05AAECK5765H1ZE,12,30049011,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ATTA DOODH RUSK 300 GM - T,आटा दूध रस्क 300 ग्राम,2024-08-11,2024-06-12,2024-03-14,1,2.5,TI1381AAA2425,2.5,CI24/SG,960.12,05AAECK5765H1ZE,5,19054000,0,50,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ATTA DOODH RUSK 182 G - T,आटा दूध रस्क 182 ग्राम,2024-09-17,2024-06-12,2024-04-20,1,2.5,TI1381AAA2425,2.5,DO24/SGB,768.1,05AAECK5765H1ZE,5,19054000,0,30,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CREAMFEAST ELAICHI BISCUIT 35 GM,क्रीमफीस्ट इलायची बिस्किट 35 ग्राम,2024-12-01,2024-06-12,2024-06-04,1,9,TI1381AAA2425,9,F424/BP1,584.52,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HERBAL WASH DETERGENT CAKE-145G(Rs.10/-),हर्बल वॉश डिटर्जेंट केक 145 ग्राम (₹10/-),2027-04-02,2024-06-12,2024-04-02,3,9,TI1381AAA2425,9,ABOY240011,1706.26,05AAECK5765H1ZE,18,34029011,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HERBAL WASH DETERGENT CAKE-225 G,हर्बल वॉश डिटर्जेंट केक 225 ग्राम,2027-02-26,2024-06-12,2024-02-27,2,9,TI1381AAA2425,9,ABOX240003,1579.87,05AAECK5765H1ZE,18,34029011,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
AMRIT RASAYAN 1 KG,अमृत रसायन 1 किग्रा,2027-04-28,2024-06-12,2024-05-13,1,6,TI1381AAA2425,6,ADD2400006,2658.7,05AAECK5765H1ZE,12,30049011,0,280,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2024-11-03,2024-06-12,2024-05-07,1,2.5,TI1381AAA2425,2.5,AHV2400018,2933.49,05AAECK5765H1ZE,5,11010000,0,165,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KARELA AMLA JUICE 500 ML,करेला-आंवला रस 500 मि.ली.,2025-05-09,2024-06-12,2024-05-09,1,6,TI1381AAA2425,6,PGC2400010,712.19,05AAECK5765H1ZE,12,30049011,0,75,0,KANHA JI DISTRIBUTORS,file1_2024-2025
JAMUN VINEGAR 500 ML,जामुन का सिरका 500 मि.ली.,2025-05-08,2024-06-12,2024-05-08,1,9,TI1381AAA2425,9,AGB2400009,757.98,05AAECK5765H1ZE,18,22090090,0,80,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER DISH WASH BAR PACK OF 4 @ Rs. 30/-,सुपर डिश वॉश बार पैक (4 नग) ₹30/-,2027-05-23,2024-06-12,2024-05-23,2,9,TI1381AAA2425,9,ABOU240006,1186.22,05AAECK5765H1ZE,18,34011941,0,30,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),2027-05-15,2024-06-12,2024-05-15,2,9,TI1381AAA2425,9,AAXY240102,1031.05,05AAECK5765H1ZE,18,34011941,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MANGO PANNA 750 ML,आम पन्ना 750 मि.ली.,2025-05-14,2024-06-12,2024-05-14,1,9,TI1381AAA2425,9,AGO2400007,1225.12,05AAECK5765H1ZE,18,21069011,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MIXED FRUITS BEVERAGE (TETRAPACK) 1000ML,मिश्रित फलों का पेय (टेट्रापैक) 1000 मि.ली.,2024-10-27,2024-06-12,2024-04-30,1,6,TI1381AAA2425,6,PDBEW24006,1023.3,05AAECK5765H1ZE,12,22029020,0,125,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2025-05-23,2024-06-12,2024-05-28,1,9,TI1381AAA2425,9,1501/24-25,618.63,05AAECK5765H1ZE,18,38084000,0,70,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CHANA DAL 1000 GM (R1),चना दाल 1000 ग्राम,2025-02-11,2024-06-19,2024-05-17,1,2.5,TI1501AAA2425,2.5,BPRCD24012,986.9,05AAECK5765H1ZE,5,7139010,0,115,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,2026-02-19,2024-06-19,2024-03-01,1,0,TI1501AAA2425,0,SRS24,1009,05AAECK5765H1ZE,0,25010010,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
REETHA POWDER 100 G,रीठा पाउडर 100 ग्राम,2026-04-22,2024-06-19,2024-04-22,1,2.5,TI1501AAA2425,2.5,ABNY240006,1099.98,05AAECK5765H1ZE,5,12119029,0,55,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH KANTI REETHA HAIR CLEANSER 180 ML,केश कान्ति रीठा हेयर क्लींज़र 180 मि.ली.,2026-03-30,2024-06-19,2024-04-09,1,9,TI1501AAA2425,9,ABAB240006,3344.98,05AAECK5765H1ZE,18,33051090,0,120,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2025-05-28,2024-06-19,2024-06-02,2,2.5,TI1501AAA2425,2.5,O2B2400017,3232.4,05AAECK5765H1ZE,5,15149920,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HERBAL HANDWASH (ANTI BACTERIAL) 250 ML,हर्बल हैंडवॉश (एंटी बैक्टीरियल) 250 मि.ली.,2026-05-18,2024-06-19,2024-05-18,1,9,TI1501AAA2425,9,ABF2400014,1363.62,05AAECK5765H1ZE,18,34013019,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
POHA 1 KG -T,पोहा 1 किग्रा,2024-11-13,2024-06-19,2024-05-17,1,2.5,TI1501AAA2425,2.5,BPRP170524,1473.15,05AAECK5765H1ZE,5,19041020,0,85,0,KANHA JI DISTRIBUTORS,file1_2024-2025
WHITE LILY ADVANCE BEAUTY BAR-75 G,व्हाइट लिली एडवांस ब्यूटी बार 75 ग्राम,2026-04-29,2024-06-19,2024-04-29,1,9,TI1501AAA2425,9,ABSH240001,4449.06,05AAECK5765H1ZE,18,34011941,0,40,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),2024-10-09,2024-06-19,2024-06-11,1,2.5,TI1501AAA2425,2.5,PDBKP24012,1838.66,05AAECK5765H1ZE,5,11010000,0,410,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),2024-09-13,2024-06-19,2024-05-16,1,2.5,TI1501AAA2425,2.5,PDBKQ24010,1542.66,05AAECK5765H1ZE,5,11010000,0,215,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GULAB SHARBAT 750 ML,गुलाब शरबत 750 मि.ली.,2025-06-07,2024-06-19,2024-06-07,1,9,TI1501AAA2425,9,AGK2400039,1026.76,05AAECK5765H1ZE,18,21069011,0,130,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA THYROGRIT TABLET 60 N - T,दिव्य थायरोग्रिट टैबलेट 60 नग,2027-03-26,2024-06-19,2024-04-10,20,6,TI1501AAA2425,6,BTGT240006,4999.9,05AAECK5765H1ZE,12,30049011,0,300,0,KANHA JI DISTRIBUTORS,file1_2024-2025
BOROSAFE ANTISEPTIC 50 GM CREAM,बोरोज़सेफ एंटीसेप्टिक क्रीम 50 ग्राम,2026-01-17,2024-06-19,2024-01-28,12,9,TI1501AAA2425,9,AJG2400001,418.18,05AAECK5765H1ZE,18,33049910,0,45,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SHEETAL HAIR OIL - 50 ML,शीतल हेयर ऑयल 50 मि.ली.,2025-01-09,2024-06-19,2023-01-20,10,9,TI1501AAA2425,9,A2K2300001,294.65,05AAECK5765H1ZE,18,33059011,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SWARNA KANTI CREAM-15 G,स्वर्ण कान्ति क्रीम 15 ग्राम,2026-02-11,2024-06-19,2024-02-22,3,9,TI1501AAA2425,9,ALK2400001,926.88,05AAECK5765H1ZE,18,33049910,0,399,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SWET MUSHLI CHURNA 100G (Ayu.Medicine),श्वेत मूसली चूर्ण 100 ग्राम (आयुर्वेदिक औषधि),2026-03-21,2024-06-19,2024-03-21,6,2.5,TI1501AAA2425,2.5,ABFF240019,2261.2,05AAECK5765H1ZE,5,30049011,0,475,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA ANU TAILA 20 ML (120 PCS) -T,दिव्य अनुतैल 20 मि.ली. (120 नग),2027-01-21,2024-06-19,2024-02-06,20,2.5,TI1501AAA2425,2.5,BANT240008,666.75,05AAECK5765H1ZE,5,30049011,0,40,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Divya Gulab Jal 120 ml-DUP,दिव्य गुलाब जल 120 मि.ली.,2025-04-05,2024-06-19,2024-04-10,30,9,TI1501AAA2425,9,BGLJ240032,875.09,05AAECK5765H1ZE,18,33030020,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Chitrakadi Vati 60 Tab,चित्रकादि वटी 60 टैबलेट,2027-03-21,2024-06-19,2024-04-05,20,2.5,TI1501AAA2425,2.5,BCKV240009,1000.02,05AAECK5765H1ZE,5,30049011,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA DHARA 10 ML (800 PC),दिव्य धारा 10 मि.ली. (800 नग),2027-02-28,2024-06-19,2024-03-15,20,6,TI1501AAA2425,6,ADYD240006,749.95,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DALIA 500 G,दलिया 500 ग्राम,2024-10-18,2024-07-10,2024-06-20,1,2.5,TI1867AAA2425,2.5,PDCS240172,870.03,05AAECK5765H1ZE,5,11031900,0,34,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HONEY 500 G,शहद 500 ग्राम,2025-09-09,2024-07-10,2024-03-18,1,2.5,TI1867AAA2425,2.5,BCM2400018,3358.95,05AAECK5765H1ZE,5,4090000,0,210,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DISHWASH BAR-600G (500G+100G)+SCRUB PAD,डिशवॉश बार 600 ग्राम (500+100 ग्राम) + स्क्रब पैड,2027-06-10,2024-07-10,2024-06-10,1,9,TI1867AAA2425,9,AAYX240023,1173.3,05AAECK5765H1ZE,18,34011990,0,60,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2025-03-02,2024-07-10,2024-06-05,1,2.5,TI1867AAA2425,2.5,JACQ240029,3377.93,05AAECK5765H1ZE,5,15155091,0,330,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SPECIAL CHYAWANPRASH 1 KG,विशेष च्यवनप्राश 1 किग्रा,2026-06-25,2024-07-10,2023-07-11,1,6,TI1867AAA2425,6,ACZ2300008,2928.65,05AAECK5765H1ZE,12,30049011,0,360,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2025-03-01,2024-07-10,2024-06-04,2,6,TI1867AAA2425,6,PGD2400236,3537.53,05AAECK5765H1ZE,12,30049011,0,210,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NARIYAL BISCUIT 75 GM,नारियल बिस्किट 75 ग्राम,2024-12-07,2024-07-10,2024-06-10,1,9,TI1867AAA2425,9,FE24/AV9,853.14,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),2024-10-19,2024-07-10,2024-06-21,2,2.5,TI1867AAA2425,2.5,PDBKP24013,3677.31,05AAECK5765H1ZE,5,11010000,0,410,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2025-06-15,2024-07-10,2024-06-20,1,2.5,TI1867AAA2425,2.5,O2B2400020,1630.82,05AAECK5765H1ZE,5,15149920,0,150,0,KANHA JI DISTRIBUTORS,file1_2024-2025
RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,2025-02-01,2024-07-10,2024-05-07,1,2.5,TI1867AAA2425,2.5,ORE2400030,1359.04,05AAECK5765H1ZE,5,15159040,0,125,0,KANHA JI DISTRIBUTORS,file1_2024-2025
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2025-02-22,2024-07-10,2024-05-28,1,2.5,TI1867AAA2425,2.5,BR2A240028,1346.56,05AAECK5765H1ZE,5,15121910,0,125,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA SWASARI PRAVAHI - 250 ML - T,दिव्य स्वासारी प्रवाही 250 मि.ली.,2027-02-18,2024-07-10,2024-03-05,1,6,TI1867AAA2425,6,BSSP240023,2606.46,05AAECK5765H1ZE,12,30049011,0,85,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HALDI CH. KANTI BODY CLEANSER-45G(216U),हल्दी चंदन कान्ति बॉडी क्लीन्ज़र 45 ग्राम (216 नग),2026-02-04,2024-07-10,2024-02-05,1,9,TI1867AAA2425,9,AAVV240005,1794.36,05AAECK5765H1ZE,18,34011941,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA GODHAN ARK - 450ML,दिव्य गोधन अर्क 450 मि.ली.,2025-04-05,2024-07-10,2024-04-10,1,6,TI1867AAA2425,6,AGDA240018,833.28,05AAECK5765H1ZE,12,30049011,0,50,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER STEEL SCRUB - T,सुपर स्टील स्क्रब,2029-02-12,2024-07-10,2024-03-10,1,9,TI1867AAA2425,9,202403,1289.27,05AAECK5765H1ZE,18,73231000,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER DISHWASH SCRUB PAD Rs 10/- T,सुपर डिशवॉश स्क्रब पैड ₹10/-,2029-02-27,2024-07-10,2024-03-25,1,9,TI1867AAA2425,9,IL21,1529.28,05AAECK5765H1ZE,18,39249090,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SOYAVITA MASALA SOYA KATORI 60 GM -T,सोयाविटा मसाला सोया कटोरी 60 ग्राम,2025-01-31,2024-07-10,2024-05-06,1,6,TI1867AAA2425,6,UK12406E24,637.95,05AAECK5765H1ZE,12,21069099,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SOYAVITA MASALA SOYA KATORI 27 GM -T,सोयाविटा मसाला सोया कटोरी 27 ग्राम,2024-11-25,2024-07-10,2024-02-29,1,6,TI1867AAA2425,6,UK12029B24,1148.31,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
UBTAN FACEWASH 100G (TO. BUY 2GET1 FREE),उबटन फेसवॉश 100 ग्राम (खरीदो 2 पाओ 1 मुफ्त),2026-05-30,2024-07-10,2024-05-30,1,9,TI1867AAA2425,9,ABSN240001,5432.53,05AAECK5765H1ZE,18,34013090,0,400,0,KANHA JI DISTRIBUTORS,file1_2024-2025
AAROGYA BISCUIT 75 GM,आरोग्य बिस्किट 75 ग्राम,2024-11-30,2024-07-10,2024-06-03,1,9,TI1867AAA2425,9,F324/BP1,853.14,05AAECK5765H1ZE,18,19053100,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SOOJI - 500 GM,सूजी 500 ग्राम,2024-10-16,2024-07-10,2024-06-18,1,2.5,TI1867AAA2425,2.5,PDR8240038,868.77,05AAECK5765H1ZE,5,11010000,0,35,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SABZI MASALA 100 GM (30 pcs),सब्जी मसाला 100 ग्राम (30 नग),2025-05-09,2024-07-10,2024-05-09,1,2.5,TI1867AAA2425,2.5,AFI2400015,1359.69,05AAECK5765H1ZE,5,9109100,0,65,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HALDI CHANDAN KANTI BODY CLN-(4X1) 75 GM,हल्दी-चंदन कान्ति बॉडी क्लीन्ज़र (4×1) 75 ग्राम,2026-02-28,2024-07-10,2024-02-01,1,9,TI1867AAA2425,9,ASY2400007,2441.33,05AAECK5765H1ZE,18,34011941,0,87,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NEEM KANTI BODY CLN.75G-C.O B4G1 FREE,नीम कान्ति बॉडी क्लीन्ज़र 75 ग्राम (खरीदो 4 पाओ 1 मुफ्त),2026-06-18,2024-07-10,2024-06-18,1,9,TI1867AAA2425,9,ABRO240013,2637.16,05AAECK5765H1ZE,18,34011941,0,88,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SUPER DISHWASH BAR-225 G B3G1 FREE,सुपर डिशवॉश बार 225 ग्राम (खरीदो 3 पाओ 1 मुफ्त),2027-06-08,2024-07-10,2024-06-08,2,9,TI1867AAA2425,9,AAXW240035,1346.9,05AAECK5765H1ZE,18,34011990,0,72,0,KANHA JI DISTRIBUTORS,file1_2024-2025
COWS GHEE 1 L - T,गाय का घी 1 लीटर,2025-03-19,2024-07-10,2024-06-22,5,6,TI1867AAA2425,6,FAWC240079,45954.72,05AAECK5765H1ZE,12,4059020,0,665,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GILOY JUICE 500 ML,गिलोय रस 500 मि.ली.,2025-03-21,2024-07-10,2024-03-21,1,6,TI1867AAA2425,6,PFY2400008,861.37,05AAECK5765H1ZE,12,30049011,0,90,0,KANHA JI DISTRIBUTORS,file1_2024-2025
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-03-04,2024-07-10,2024-06-07,1,6,TI1867AAA2425,6,FAWD240023,9812.88,05AAECK5765H1ZE,12,4059020,0,355,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SAMAK RICE 500 GM,सामक चावल 500 ग्राम,2025-06-13,2024-07-10,2024-06-18,1,2.5,TI1867AAA2425,2.5,AANF240016,1279.53,05AAECK5765H1ZE,5,10063090,0,75,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HIGH KICK KRACKER BISCUIT 200GM,हाई किक क्रैकर बिस्किट 200 ग्राम,2024-08-27,2024-07-10,2024-02-29,1,9,TI1867AAA2425,9,BB24/BP1,578.58,05AAECK5765H1ZE,18,19059020,0,30,0,KANHA JI DISTRIBUTORS,file1_2024-2025
CREAMFEAST ORANGE BISCUIT 120 GM,क्रीमफीस्ट ऑरेंज बिस्किट 120 ग्राम,2024-07-29,2024-07-10,2024-01-31,1,9,TI1867AAA2425,9,AF24/BP1,578.58,05AAECK5765H1ZE,18,19053100,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SOYAVITA SOYA KATORI 27 GM -T,सोयाविटा सोया कटोरी 27 ग्राम,2024-11-01,2024-07-10,2024-02-05,1,6,TI1867AAA2425,6,UK12105B24,1148.31,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
IODIZED NAMAK 1 KG (NEW) - T,आयोडीन युक्त नमक 1 किग्रा (नया),2026-03-22,2024-07-10,2024-04-01,1,0,TI1867AAA2425,0,BS24,260,05AAECK5765H1ZE,0,25010010,0,22,0,KANHA JI DISTRIBUTORS,file1_2024-2025
SOYAVITA SOYA KATORI 60 GM -T,सोयाविटा सोया कटोरी 60 ग्राम,2024-11-26,2024-07-10,2024-03-01,1,6,TI1867AAA2425,6,UK12501C24,637.95,05AAECK5765H1ZE,12,21069099,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
EVA YOGA MAT (6MM) - T,ईवा योगा मैट (6 मि.मी.),2026-05-22,2024-07-10,2024-06-01,10,9,TI1868AAA2425,9,23252614,4992.34,05AAECK5765H1ZE,18,95069190,0,649,0,KANHA JI DISTRIBUTORS,file1_2024-2025
MIX DRY FRUITS WITH BERRIES & SEED 500 G,मिक्स ड्राई फ्रूट्स विद बेरीज़ एंड सीड 500 ग्राम,2024-12-23,2024-07-10,2024-06-26,6,6,TI1868AAA2425,6,ABOK240007,2454.55,05AAECK5765H1ZE,12,8135020,0,450,0,KANHA JI DISTRIBUTORS,file1_2024-2025
PATANJALI DARK SOYA SAUCE 200G,पतंजलि डार्क सोया सॉस 200 ग्राम,2025-12-10,2024-07-10,2024-06-18,12,6,TI1868AAA2425,6,ABGA240002,499.97,05AAECK5765H1ZE,12,21031000,0,50,0,KANHA JI DISTRIBUTORS,file1_2024-2025
RAW PEANUTS 500 GM (10 PCS),कच्ची मूंगफली 500 ग्राम (10 नग),2024-12-11,2024-07-10,2024-06-14,5,2.5,TI1868AAA2425,2.5,ABVQ240001,493.34,05AAECK5765H1ZE,5,12024210,0,110,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ROASTED DIET-FLAXSEED BLCK SALT 150 GM-T,रोस्टेड डाइट फ्लैक्ससीड ब्लैक सॉल्ट 150 ग्राम,2024-09-09,2024-07-10,2024-03-13,15,6,TI1868AAA2425,6,FSA0730124,777.67,05AAECK5765H1ZE,12,21069099,0,65,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DIVYA DHARA 10 ML (800 PC),दिव्य धारा 10 मि.ली. (800 नग),2027-02-28,2024-07-10,2024-03-15,30,6,TI1868AAA2425,6,ADYD240006,1124.93,05AAECK5765H1ZE,12,30049011,0,45,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Sanjeevani Vati 80 Tab,संजीवनी वटी 80 टैबलेट,2027-01-05,2024-07-10,2024-01-21,20,2.5,TI1868AAA2425,2.5,BSJV240003,749.91,05AAECK5765H1ZE,5,30049011,0,45,0,KANHA JI DISTRIBUTORS,file1_2024-2025
KESH KANTI HERBAL MEHANDI (DARK BROWN)-T,केश कान्ति हर्बल मेहंदी (डार्क ब्राउन),2025-03-27,2024-07-10,2024-04-01,40,9,TI1868AAA2425,9,ADBR240024,636.73,05AAECK5765H1ZE,18,33059090,0,20,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Dalchini Churna 100 Gm,दालचीनी चूर्ण 100 ग्राम,2026-02-21,2024-07-10,2024-03-03,24,2.5,TI1868AAA2425,2.5,ADCC240014,1300.07,05AAECK5765H1ZE,5,30049011,0,65,0,KANHA JI DISTRIBUTORS,file1_2024-2025
Divya Udarkalp Churna 100 Gm,दिव्य उदरकल्प चूर्ण 100 ग्राम,2026-03-26,2024-07-10,2024-04-05,25,6,TI1868AAA2425,6,BUKC240014,1354.08,05AAECK5765H1ZE,12,30049011,0,65,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GASHER CHURAN - 100 GM - T,गैशर चूर्ण 100 ग्राम,2026-03-26,2024-07-10,2024-04-05,25,6,TI1868AAA2425,6,BGHC240014,2187.36,05AAECK5765H1ZE,12,30049011,0,105,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NAMKEEN HING CHANA 35 GM (300 PC) - T,नमकीन हींग चना 35 ग्राम (300 नग),2024-11-02,2024-07-10,2024-05-06,100,6,TI1868AAA2425,6,UK07506E24,759.36,05AAECK5765H1ZE,12,21069099,0,10,0,KANHA JI DISTRIBUTORS,file1_2024-2025
HERBAL HEALTH FOOD BAR 35GM - T,हर्बल हेल्थ फूड बार 35 ग्राम,2025-01-30,2024-07-10,2024-02-05,30,9,TI1868AAA2425,9,AU52400002,731.36,05AAECK5765H1ZE,18,17049090,0,30,0,KANHA JI DISTRIBUTORS,file1_2024-2025
GOLD TEA - 10 GM (RS.5) (MT) - T,गोल्ड टी 10 ग्राम (₹5),2025-01-18,2024-07-10,2024-01-19,30,2.5,TI1868AAA2425,2.5,BBNN240001,128.21,05AAECK5765H1ZE,5,9024090,0,5,0,KANHA JI DISTRIBUTORS,file1_2024-2025
OORJA TEA - 15 GM (RS.5) (MT) - T,ऊर्जा टी 15 ग्राम (₹5),2025-02-11,2024-07-10,2024-02-12,30,2.5,TI1868AAA2425,2.5,BBNB240002,128.21,05AAECK5765H1ZE,5,9024090,0,5,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ATTA NOODLES CHATPATA-60 GM (96 PC) - T,आटा नूडल्स चटपटा 60 ग्राम (96 नग),2025-03-02,2024-08-08,2024-06-05,1,6,TI2351AAA2425,6,CH050624,925.75,05AAECK5765H1ZE,12,19022090,0,12,0,KANHA JI DISTRIBUTORS,file1_2024-2025
ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,आटा नूडल्स देसी मसाला 60 ग्राम (96 नग),2025-04-08,2024-08-08,2024-07-12,1,6,TI2351AAA2425,6,DM120724,925.75,05AAECK5765H1ZE,12,19022090,0,12,0,KANHA JI DISTRIBUTORS,file1_2024-2025
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2024-12-22,2024-08-08,2024-06-25,1,2.5,TI2351AAA2425,2.5,AHV2400022,2959.95,05AAECK5765H1ZE,5,11010000,0,165,0,KANHA JI DISTRIBUTORS,file1_2024-2025
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2025-01-11,2024-08-08,2024-07-15,2,9,TI2351AAA2425,9,GJ24/AV9,1703.92,05AAECK5765H1ZE,18,19053100,0,5,0,KANHA JI DISTRIBUTORS,file1_2024-2025
