TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAX_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,IS_NULLABLE,COLUMN_DEFAULT,EXTRA,IS_PRIMARY_KEY,IS_UNIQUE,FK_REFERENCED_TABLE,FK_REFERENCED_COLUMN,UPDATE_RULE,DELETE_RULE,INDEX_NAME,NON_UNIQUE,INDEX_TYPE,SEQ_IN_INDEX
journal_lines,account_type,enum,6,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_lines,party_id,int,NULL,10,0,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_lines,account_code,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_lines,debit_amount,decimal,NULL,12,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_lines,credit_amount,decimal,NULL,12,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
organization_config,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
organization_config,org_name,varchar,255,NULL,NULL,NO,'My Organization',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
organization_config,org_state_code,varchar,2,NULL,NULL,NO,'DL',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
organization_config,org_gstin,varchar,15,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
organization_config,org_address,text,65535,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
organization_config,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
organization_config,updated_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),on update current_timestamp(),NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
parties,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
parties,name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_party_name,1,BTREE,1
parties,gstin,varchar,15,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_party_gstin,1,BTREE,1
parties,party_type,enum,8,NULL,NULL,NO,'customer',,NO,NO,NULL,NULL,NULL,NULL,idx_party_type,1,BTREE,1
parties,city,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
parties,state,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_party_state,1,BTREE,1
parties,state_code,varchar,2,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
payments,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
payments,party_id,int,NULL,10,0,NO,NULL,,NO,NO,parties,id,RESTRICT,RESTRICT,idx_pay_party_date,1,BTREE,1
payments,pay_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_pay_party_date,1,BTREE,2
payments,amount,decimal,NULL,12,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
payments,mode,enum,5,NULL,NULL,NO,'cash',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
payments,ref_no,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
purchase_invoice_staging,item_name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_item_name,1,BTREE,1
purchase_invoice_staging,hindi_name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,exp_date,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,invoice_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_invoice_date,1,BTREE,1
purchase_invoice_staging,mfg_date,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,quantity,decimal,NULL,10,3,NO,1.000,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,sgst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,invoice_no,varchar,50,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_invoice_no,1,BTREE,1
purchase_invoice_staging,cgst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,batch_no,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,taxable_amount,decimal,NULL,10,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,supplier_gstin,varchar,15,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,total_gst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,hsn_code,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,igst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,mrp,decimal,NULL,8,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,igst_amount,decimal,NULL,10,2,YES,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging,supplier_name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_supplier,1,BTREE,1
purchase_invoice_staging,data_source,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
purchase_invoice_staging_reverse,item_name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_item_name,1,BTREE,1
purchase_invoice_staging_reverse,hindi_name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,exp_date,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,invoice_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_invoice_date,1,BTREE,1
purchase_invoice_staging_reverse,mfg_date,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,quantity,decimal,NULL,10,3,NO,1.000,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,invoice_no,varchar,50,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_invoice_no,1,BTREE,1
purchase_invoice_staging_reverse,batch_no,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,supplier_gstin,varchar,15,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,hsn_code,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,supplier_name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_staging_supplier,1,BTREE,1
purchase_invoice_staging_reverse,data_source,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,item_net_amount_gross,decimal,NULL,12,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,cgst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,sgst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,igst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,total_gst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,calculated_taxable_amount,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,calculated_rate,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,calculated_cgst_amount,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,calculated_sgst_amount,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,calculated_igst_amount,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,calculated_line_total,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_invoice_staging_reverse,amount_difference,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,invoice_no,varchar,64,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,invoice_date,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,supplier,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,item_desc,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,hsn,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,qty_received,decimal,NULL,14,3,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,net_value,decimal,NULL,16,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,gst_percent,decimal,NULL,5,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,rate_calc,decimal,NULL,12,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
purchase_staging,source_file,varchar,128,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
staging_purchase_invoice,HSN_code,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Received_Qty,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,mrp,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Batch_No,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Mfg_date,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,GST_Perc,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Supplier_Name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Item_name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Hindi_Name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,Item_Net_Amount,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,cgstrate,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,sgstrate,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
staging_purchase_invoice,igstrate,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,HSN code,varchar,20,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Received Qty,decimal,NULL,12,3,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,mrp,decimal,NULL,10,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Batch No,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Mfg date,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,GST Perc,decimal,NULL,5,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Supplier Name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Item name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Hindi_Name,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Item Net Amount,decimal,NULL,14,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,cgstrate,decimal,NULL,6,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,sgstrate,decimal,NULL,6,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,igstrate,decimal,NULL,6,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Inv No,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
stg_purchase_invoice_hindi,Supplier GST,varchar,20,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
txn_ref_log,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
txn_ref_log,ref_no,varchar,50,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,uq_txn_ref,0,BTREE,1
txn_ref_log,source,varchar,20,NULL,NULL,YES,NULL,,NO,YES,NULL,NULL,NULL,NULL,uq_txn_ref,0,BTREE,4
txn_ref_log,txn_date,date,NULL,NULL,NULL,YES,NULL,,NO,YES,NULL,NULL,NULL,NULL,uq_txn_ref,0,BTREE,2
txn_ref_log,amount,decimal,NULL,10,2,YES,NULL,,NO,YES,NULL,NULL,NULL,NULL,uq_txn_ref,0,BTREE,3
uqc,id,tinyint,NULL,3,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
uqc,code,varchar,10,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,code,0,BTREE,1
uqc,name,varchar,50,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
users,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
users,username,varchar,64,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,username,0,BTREE,1
users,password_hash,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
users,is_active,tinyint,NULL,3,0,YES,1,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
v_customer_suggestions,id,int,NULL,10,0,NO,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
v_customer_suggestions,label,varchar,376,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
v_customer_suggestions,name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
v_customer_suggestions,gstin,varchar,15,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
v_customer_suggestions,city,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
v_customer_suggestions,party_type,enum,8,NULL,NULL,NO,'customer',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
